Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
estExt_Genemark1.C_120261	1354113	1366150	scaffold_12	1
fgenesh1_kg.21_#_27_#_1801_1_CBOZ_CBPA	657227	659064	scaffold_21	1
Genemark1.1269_g	2749099	2749953	scaffold_2	1
estExt_fgenesh1_pm.C_20024	364505	366889	scaffold_2	-1
Genemark1.5953_g	116429	125156	scaffold_13	-1
fgenesh1_pm.1_#_56	881912	886520	scaffold_1	1
Genemark1.2662_g	418790	421853	scaffold_5	1
estExt_Genemark1.C_10184	1043560	1049026	scaffold_1	1
fgenesh1_pg.11_#_210	1433822	1434851	scaffold_11	1
e_gw1.10.88.1	1045669	1049880	scaffold_10	1
fgenesh1_kg.12_#_13_#_2287_1_CBOZ_CBPA	269502	270250	scaffold_12	1
Genemark1.5575_g	132269	133896	scaffold_12	1
estExt_Genemark1.C_90273	1363670	1370724	scaffold_9	-1
estExt_fgenesh1_pg.C_200003	24337	29848	scaffold_20	-1
estExt_fgenesh1_pm.C_60112	1289719	1294493	scaffold_6	-1
estExt_fgenesh1_pm.C_180069	844914	847682	scaffold_18	-1
fgenesh1_kg.9_#_111_#_3865_0_CBOZ4571.g1_CBOZ_CBPA	1782520	1783262	scaffold_9	-1
e_gw1.4.127.1	1947279	1951172	scaffold_4	-1
fgenesh1_pg.5_#_204	1412897	1415679	scaffold_5	1
Genemark1.7690_g	693297	702865	scaffold_19	-1
fgenesh1_pg.2_#_210	1552601	1554512	scaffold_2	1
Genemark1.846_g	651083	653753	scaffold_2	1
estExt_Genemark1.C_100246	1264846	1266474	scaffold_10	-1
fgenesh1_pg.1_#_133	988058	993900	scaffold_1	-1
Genemark1.745_g	4032453	4034265	scaffold_1	1
Genemark1.967_g	1309253	1314337	scaffold_2	-1
estExt_fgenesh1_pg.C_220010	45741	50648	scaffold_22	1
e_gw1.15.173.1	49516	51840	scaffold_15	1
Genemark1.6147_g	1199865	1202048	scaffold_13	1
Genemark1.5535_g	1813176	1813776	scaffold_11	1
estExt_Genewise1Plus.C_150081	557704	565083	scaffold_15	-1
estExt_Genemark1.C_30287	1565615	1568164	scaffold_3	-1
Genemark1.2215_g	1194929	1197508	scaffold_4	1
fgenesh1_pg.11_#_161	1104884	1106101	scaffold_11	1
Genemark1.4855_g	152931	153937	scaffold_10	1
estExt_Genewise1Plus.C_30608	2837313	2846266	scaffold_3	-1
Genemark1.56_g	280731	281754	scaffold_1	1
estExt_Genemark1.C_260051	350900	353945	scaffold_26	-1
fgenesh1_kg.16_#_32_#_2465_0_CBOZ2297.b1_CBOZ_CBPA	603594	604283	scaffold_16	-1
e_gw1.4.499.1	872027	874560	scaffold_4	-1
Genemark1.7855_g	252443	259129	scaffold_20	-1
fgenesh1_kg.3_#_66_#_2749_1_CBOZ_CBPA	1148708	1149967	scaffold_3	-1
Genemark1.4003_g	1766554	1767549	scaffold_7	1
fgenesh1_pg.6_#_164	1108761	1112288	scaffold_6	1
Genemark1.2392_g	2031411	2032537	scaffold_4	1
Genemark1.2013_g	2986147	2989406	scaffold_3	1
Genemark1.3514_g	1894579	1895437	scaffold_6	1
e_gw1.17.39.1	11414	16007	scaffold_17	-1
fgenesh1_pm.15_#_66	888882	895794	scaffold_15	1
fgenesh1_pg.1_#_479	3290882	3295419	scaffold_1	1
Genemark1.8294_g	285010	285718	scaffold_22	1
fgenesh1_pg.1_#_53	367348	368149	scaffold_1	-1
Genemark1.4931_g	634248	637507	scaffold_10	-1
e_gw1.3.338.1	1610652	1613001	scaffold_3	1
estExt_fgenesh1_pg.C_60227	1486957	1495658	scaffold_6	1
estExt_fgenesh1_pm.C_70114	1260931	1263112	scaffold_7	1
estExt_fgenesh1_pm.C_250043	552927	553957	scaffold_25	-1
fgenesh1_pg.28_#_12	107609	111623	scaffold_28	-1
estExt_fgenesh1_pm.C_70050	752647	753509	scaffold_7	1
Genemark1.2695_g	570733	574833	scaffold_5	1
Genemark1.7951_g	824382	827521	scaffold_20	-1
estExt_Genewise1.C_40628	2482318	2485198	scaffold_4	-1
estExt_Genemark1.C_180255	1263496	1265108	scaffold_18	1
estExt_fgenesh1_pg.C_20364	2593562	2595616	scaffold_2	-1
gw1.3.82.1	947995	950723	scaffold_3	1
estExt_Genewise1Plus.C_200026	151025	155534	scaffold_20	-1
fgenesh1_pg.1_#_149	1097020	1112055	scaffold_1	1
estExt_fgenesh1_pm.C_100097	1231049	1233129	scaffold_10	-1
estExt_Genewise1.C_40758	2928566	2930192	scaffold_4	1
estExt_Genemark1.C_10331	1861759	1863256	scaffold_1	1
fgenesh1_pg.2_#_418	2864131	2871917	scaffold_2	-1
Genemark1.7227_g	992808	997573	scaffold_17	1
fgenesh1_kg.7_#_80_#_3381_2_CBOZ_CBPA	1251061	1251548	scaffold_7	1
Genemark1.8948_g	194990	196722	scaffold_28	1
estExt_fgenesh1_pm.C_180080	954035	958877	scaffold_18	1
fgenesh1_kg.12_#_94_#_4003_1_CBOZ_CBPA	1592655	1594932	scaffold_12	-1
fgenesh1_pg.6_#_388	2586845	2591272	scaffold_6	-1
Genemark1.6744_g	1135166	1137287	scaffold_15	-1
estExt_fgenesh1_pm.C_20040	568253	569930	scaffold_2	-1
estExt_fgenesh1_pm.C_130046	591667	595924	scaffold_13	1
Genemark1.1809_g	1854075	1856882	scaffold_3	1
fgenesh1_pg.6_#_302	1933038	1934560	scaffold_6	-1
Genemark1.7809_g	1321890	1326882	scaffold_19	1
Genemark1.1652_g	1074127	1074751	scaffold_3	-1
fgenesh1_pg.1_#_389	2686129	2691178	scaffold_1	1
estExt_Genemark1.C_100135	773062	777330	scaffold_10	-1
fgenesh1_pm.4_#_159	1888335	1893184	scaffold_4	-1
fgenesh1_pm.14_#_64	745396	747135	scaffold_14	1
Genemark1.3558_g	2100940	2101353	scaffold_6	-1
estExt_fgenesh1_pm.C_240040	754561	755944	scaffold_24	-1
gw1.19.124.1	184636	187590	scaffold_19	1
estExt_fgenesh1_pg.C_60356	2337412	2350890	scaffold_6	-1
Genemark1.8149_g	616445	625514	scaffold_21	-1
Genemark1.8588_g	955162	955960	scaffold_23	-1
estExt_fgenesh1_pm.C_70169	1844532	1846720	scaffold_7	1
estExt_Genewise1Plus.C_20474	2406568	2408378	scaffold_2	-1
estExt_Genewise1Plus.C_110227	1057874	1060948	scaffold_11	1
estExt_Genemark1.C_50307	1561362	1563578	scaffold_5	-1
gw1.5.118.1	1942433	1947160	scaffold_5	1
Genemark1.8250_g	50843	56799	scaffold_22	-1
estExt_Genewise1.C_170143	1294095	1295835	scaffold_17	-1
e_gw1.9.227.1	1327541	1328707	scaffold_9	-1
fgenesh1_pg.6_#_238	1546013	1548904	scaffold_6	-1
Genemark1.5506_g	1658592	1660626	scaffold_11	1
gw1.1.735.1	3778509	3780586	scaffold_1	-1
estExt_Genewise1Plus.C_20019	36245	39470	scaffold_2	-1
estExt_Genewise1Plus.C_70262	1375325	1377388	scaffold_7	-1
e_gw1.12.367.1	1236820	1237609	scaffold_12	-1
estExt_fgenesh1_pg.C_10314	2271064	2274845	scaffold_1	-1
estExt_fgenesh1_pm.C_160127	1352879	1354486	scaffold_16	-1
Genemark1.8258_g	81666	94494	scaffold_22	1
e_gw1.1.605.1	54711	56635	scaffold_1	1
estExt_Genemark1.C_190021	122384	127318	scaffold_19	1
estExt_fgenesh1_pg.C_60183	1239940	1244476	scaffold_6	1
estExt_fgenesh1_pm.C_110004	33669	36869	scaffold_11	-1
estExt_Genewise1Plus.C_230004	17697	23396	scaffold_23	-1
estExt_fgenesh1_pg.C_180108	747652	752848	scaffold_18	1
fgenesh1_pg.14_#_131	967946	974568	scaffold_14	1
estExt_Genemark1.C_80052	310602	313415	scaffold_8	-1
fgenesh1_pg.1_#_20	102848	116275	scaffold_1	-1
gw1.23.184.1	475254	476289	scaffold_23	-1
estExt_fgenesh1_pm.C_10144	2017064	2019469	scaffold_1	1
estExt_Genemark1.C_50282	1438487	1441008	scaffold_5	1
estExt_Genemark1.C_40546	2869619	2877064	scaffold_4	1
estExt_Genewise1.C_130134	686513	688195	scaffold_13	-1
estExt_Genemark1.C_40436	2325930	2330644	scaffold_4	1
fgenesh1_kg.2_#_4_#_365_1_CBOZ_CBPA	55800	59048	scaffold_2	-1
fgenesh1_pm.36_#_1	928	1146	scaffold_36	1
Genemark1.6912_g	631980	632352	scaffold_16	-1
estExt_Genewise1Plus.C_80100	582950	584179	scaffold_8	1
Genemark1.8962_g	101176	108499	scaffold_29	1
estExt_Genemark1.C_220103	537723	545580	scaffold_22	-1
estExt_Genewise1.C_90338	1546150	1552025	scaffold_9	-1
e_gw1.9.44.1	1875363	1880099	scaffold_9	-1
estExt_fgenesh1_pg.C_60376	2533448	2549436	scaffold_6	-1
Genemark1.4458_g	1959060	1962161	scaffold_8	1
estExt_Genewise1Plus.C_100348	1651560	1656005	scaffold_10	1
e_gw1.6.62.1	756976	761190	scaffold_6	-1
Genemark1.809_g	411374	411709	scaffold_2	1
Genemark1.3975_g	1624150	1625552	scaffold_7	1
Genemark1.5324_g	689281	703992	scaffold_11	1
estExt_Genewise1Plus.C_30279	1439999	1446482	scaffold_3	-1
fgenesh1_pg.6_#_322	2031259	2033717	scaffold_6	1
estExt_fgenesh1_pg.C_50027	221063	222895	scaffold_5	1
estExt_fgenesh1_pm.C_280006	180165	182387	scaffold_28	1
Genemark1.2596_g	26803	27116	scaffold_5	1
estExt_fgenesh1_pm.C_140091	1127314	1128466	scaffold_14	1
estExt_Genemark1.C_30307	1669320	1672856	scaffold_3	-1
e_gw1.13.345.1	1517637	1521388	scaffold_13	-1
fgenesh1_kg.18_#_81_#_2807_1_CBOZ_CBPA	1251088	1253290	scaffold_18	-1
estExt_fgenesh1_pm.C_150054	729125	730339	scaffold_15	1
estExt_fgenesh1_pg.C_10113	875487	879097	scaffold_1	-1
estExt_fgenesh1_pm.C_120046	725849	728810	scaffold_12	-1
fgenesh1_kg.3_#_29_#_2291_1_CBOZ_CBPA	527105	527945	scaffold_3	-1
Genemark1.4059_g	2110354	2111068	scaffold_7	1
Genemark1.2607_g	96103	100409	scaffold_5	1
Genemark1.1489_g	182865	184397	scaffold_3	1
fgenesh1_pg.3_#_171	1199055	1202041	scaffold_3	1
Genemark1.8882_g	40381	41494	scaffold_27	-1
estExt_fgenesh1_pg.C_20116	941178	949548	scaffold_2	-1
fgenesh1_kg.11_#_75_#_1458_1_CBOZ_CBPA	1381811	1383219	scaffold_11	1
estExt_Genewise1Plus.C_220046	349876	352094	scaffold_22	1
Genemark1.8710_g	793649	794133	scaffold_24	-1
fgenesh1_pg.16_#_178	1149228	1152492	scaffold_16	-1
Genemark1.5715_g	894331	898374	scaffold_12	-1
estExt_fgenesh1_pm.C_120083	1227235	1232690	scaffold_12	-1
fgenesh1_pg.1_#_128	958401	960773	scaffold_1	-1
estExt_fgenesh1_pm.C_40298	2958807	2961207	scaffold_4	-1
fgenesh1_pm.1_#_213	2665935	2668621	scaffold_1	1
estExt_Genewise1Plus.C_140274	1403480	1404991	scaffold_14	-1
Genemark1.5331_g	728305	731105	scaffold_11	-1
e_gw1.13.223.1	376458	377539	scaffold_13	-1
gw1.1.542.1	2883007	2884241	scaffold_1	-1
Genemark1.6998_g	1055123	1057106	scaffold_16	-1
fgenesh1_pm.5_#_84	1093336	1099677	scaffold_5	1
fgenesh1_pg.5_#_142	1081062	1082768	scaffold_5	1
e_gw1.9.132.1	1113280	1116686	scaffold_9	-1
estExt_Genemark1.C_20142	891653	892880	scaffold_2	-1
estExt_fgenesh1_pm.C_20173	1991667	2001088	scaffold_2	1
estExt_Genewise1Plus.C_170014	56105	60537	scaffold_17	1
estExt_Genemark1.C_70329	1631844	1635056	scaffold_7	1
fgenesh1_pm.1_#_306	3721576	3724133	scaffold_1	-1
fgenesh1_kg.5_#_34_#_348_1_CBOZ_CBPA	846147	846991	scaffold_5	1
estExt_fgenesh1_pg.C_110050	442383	448374	scaffold_11	-1
Genemark1.7673_g	601634	604618	scaffold_19	1
Genemark1.90_g	473224	474915	scaffold_1	1
fgenesh1_kg.10_#_75_#_353_2_CBOZ_CBPA	1476866	1477828	scaffold_10	1
Genemark1.8964_g	1091	1383	scaffold_30	1
e_gw1.4.602.1	2415470	2416680	scaffold_4	1
estExt_fgenesh1_pg.C_30290	2194930	2198950	scaffold_3	-1
estExt_fgenesh1_pg.C_210134	1040329	1043407	scaffold_21	-1
e_gw1.13.279.1	1019707	1019999	scaffold_13	1
estExt_fgenesh1_pm.C_10071	1161767	1163014	scaffold_1	-1
Genemark1.4773_g	1626166	1630354	scaffold_9	-1
fgenesh1_pm.20_#_107	1213355	1217142	scaffold_20	-1
Genemark1.7545_g	1256364	1257226	scaffold_18	-1
Genemark1.1196_g	2383458	2383991	scaffold_2	1
fgenesh1_pm.20_#_27	454001	458853	scaffold_20	-1
gw1.19.336.1	222599	222832	scaffold_19	-1
fgenesh1_pm.17_#_55	1186668	1189672	scaffold_17	-1
estExt_fgenesh1_pm.C_40106	1456350	1461572	scaffold_4	1
estExt_Genemark1.C_50178	936434	941932	scaffold_5	1
fgenesh1_pg.1_#_341	2409234	2410827	scaffold_1	1
e_gw1.18.82.1	811693	818195	scaffold_18	-1
estExt_fgenesh1_pm.C_10145	2023078	2023959	scaffold_1	1
fgenesh1_kg.3_#_56_#_2958_1_CBOZ_CBPA	1003484	1005134	scaffold_3	-1
fgenesh1_kg.3_#_94_#_3623_1_CBOZ_CBPA	1571083	1572198	scaffold_3	-1
estExt_Genewise1Plus.C_220154	872950	875511	scaffold_22	1
e_gw1.8.451.1	532347	532541	scaffold_8	-1
estExt_Genemark1.C_150145	803200	807158	scaffold_15	1
fgenesh1_pm.25_#_17	290111	298045	scaffold_25	-1
gw1.11.111.1	720221	724091	scaffold_11	1
Genemark1.4109_g	2436234	2437587	scaffold_7	1
Genemark1.5979_g	254335	261479	scaffold_13	1
estExt_Genemark1.C_70091	534761	542785	scaffold_7	-1
estExt_Genemark1.C_210181	1027644	1032446	scaffold_21	-1
estExt_fgenesh1_pg.C_20191	1470328	1472712	scaffold_2	-1
fgenesh1_kg.2_#_150_#_5092_0_CBOZ8202.g1_CBOZ_CBPA	2576708	2577270	scaffold_2	-1
e_gw1.1.99.1	1366156	1370593	scaffold_1	1
e_gw1.6.126.1	1777881	1780524	scaffold_6	-1
estExt_fgenesh1_pm.C_10020	204590	207130	scaffold_1	1
estExt_Genewise1Plus.C_190043	218179	219798	scaffold_19	1
Genemark1.1292_g	2872663	2874354	scaffold_2	1
Genemark1.8015_g	1118931	1141876	scaffold_20	1
fgenesh1_kg.1_#_14_#_4538_0_CBOZ2507.b1_CBOZ_CBPA	217656	218596	scaffold_1	-1
estExt_Genemark1.C_20610	3243362	3244389	scaffold_2	-1
gw1.10.413.1	796689	798139	scaffold_10	1
Genemark1.5653_g	567202	571168	scaffold_12	-1
fgenesh1_pg.1_#_468	3212404	3222031	scaffold_1	1
fgenesh1_kg.1_#_1_#_4092_1_CBOZ_CBPA	18064	19048	scaffold_1	1
estExt_fgenesh1_pm.C_40224	2463231	2466806	scaffold_4	1
estExt_Genewise1.C_60493	2561785	2564288	scaffold_6	-1
estExt_Genemark1.C_40239	1464223	1469033	scaffold_4	-1
Genemark1.7904_g	576050	576571	scaffold_20	-1
gw1.20.276.1	628453	629074	scaffold_20	-1
Genemark1.3513_g	1891409	1894007	scaffold_6	1
Genemark1.2995_g	2117092	2118131	scaffold_5	1
estExt_fgenesh1_pm.C_20030	444572	448870	scaffold_2	1
fgenesh1_pg.14_#_14	94654	97914	scaffold_14	1
estExt_fgenesh1_pg.C_150045	359661	362866	scaffold_15	1
fgenesh1_pm.13_#_45	568943	571002	scaffold_13	1
fgenesh1_pg.3_#_34	262810	267438	scaffold_3	1
Genemark1.5310_g	616113	617947	scaffold_11	-1
estExt_fgenesh1_pm.C_160074	931619	935658	scaffold_16	1
estExt_Genemark1.C_10278	1501982	1505734	scaffold_1	1
e_gw1.16.295.1	954203	955410	scaffold_16	1
Genemark1.8009_g	1091523	1094908	scaffold_20	-1
Genemark1.2072_g	329727	336129	scaffold_4	-1
fgenesh1_kg.1_#_63_#_1805_1_CBOZ_CBPA	1348726	1350281	scaffold_1	-1
fgenesh1_pg.1_#_269	1960092	1966165	scaffold_1	1
estExt_Genemark1.C_80046	250264	262626	scaffold_8	1
Genemark1.4568_g	620405	623296	scaffold_9	-1
fgenesh1_pg.9_#_105	741348	756874	scaffold_9	-1
estExt_Genemark1.C_140207	1149260	1150797	scaffold_14	1
estExt_fgenesh1_pg.C_60035	259015	263944	scaffold_6	1
Genemark1.3774_g	725623	728515	scaffold_7	1
Genemark1.3625_g	2520194	2521216	scaffold_6	-1
fgenesh1_pg.4_#_1	754	2289	scaffold_4	1
estExt_fgenesh1_pm.C_90162	1900765	1902556	scaffold_9	1
Genemark1.8007_g	1084091	1085337	scaffold_20	-1
e_gw1.5.103.1	425844	431666	scaffold_5	1
Genemark1.3729_g	497976	501668	scaffold_7	1
fgenesh1_kg.18_#_10_#_245_1_CBOZ_CBPA	237378	238919	scaffold_18	1
e_gw1.2.93.1	1613125	1616681	scaffold_2	1
estExt_fgenesh1_pm.C_180045	563267	573469	scaffold_18	1
estExt_Genewise1Plus.C_30513	2353134	2355650	scaffold_3	-1
e_gw1.3.98.1	1537793	1540935	scaffold_3	1
fgenesh1_kg.3_#_93_#_2145_1_CBOZ_CBPA	1541477	1542003	scaffold_3	-1
Genemark1.7020_g	1153139	1155922	scaffold_16	1
e_gw1.11.304.1	376192	377017	scaffold_11	1
gw1.18.197.1	848213	848837	scaffold_18	1
estExt_fgenesh1_pm.C_80093	1225604	1227160	scaffold_8	1
fgenesh1_pg.9_#_155	1064292	1066857	scaffold_9	-1
estExt_fgenesh1_pg.C_70176	1233800	1238906	scaffold_7	-1
fgenesh1_pg.17_#_91	712658	716097	scaffold_17	-1
estExt_fgenesh1_pm.C_140039	530629	532519	scaffold_14	-1
fgenesh1_kg.1_#_209_#_2541_1_CBOZ_CBPA	3934813	3938262	scaffold_1	-1
estExt_Genewise1.C_110225	1037648	1039103	scaffold_11	1
estExt_Genemark1.C_200200	1102220	1107555	scaffold_20	1
Genemark1.1505_g	268824	274229	scaffold_3	1
fgenesh1_pg.5_#_118	891749	894763	scaffold_5	-1
estExt_fgenesh1_pm.C_40209	2356542	2358742	scaffold_4	1
Genemark1.8687_g	656405	659068	scaffold_24	1
estExt_fgenesh1_pm.C_30232	2578888	2580049	scaffold_3	-1
fgenesh1_pg.19_#_158	1192063	1194852	scaffold_19	-1
estExt_fgenesh1_pm.C_60005	53530	55049	scaffold_6	1
estExt_Genewise1.C_90012	68987	72166	scaffold_9	-1
gw1.2.500.1	3244794	3247341	scaffold_2	1
estExt_fgenesh1_pm.C_220064	918545	920588	scaffold_22	1
estExt_fgenesh1_pm.C_60140	1572312	1576619	scaffold_6	-1
estExt_fgenesh1_pg.C_240036	353870	363378	scaffold_24	-1
Genemark1.4065_g	2147653	2150060	scaffold_7	1
fgenesh1_pm.12_#_159	1815641	1816284	scaffold_12	1
fgenesh1_kg.14_#_18_#_4488_0_CBOZ1946.g1_CBOZ_CBPA	461816	462548	scaffold_14	-1
e_gw1.9.325.1	1321831	1322663	scaffold_9	1
estExt_fgenesh1_pg.C_160008	57557	58497	scaffold_16	1
Genemark1.2982_g	2053346	2056050	scaffold_5	-1
Genemark1.8305_g	371239	372002	scaffold_22	-1
e_gw1.2.90.1	1704751	1708500	scaffold_2	1
estExt_fgenesh1_pg.C_120096	648093	653616	scaffold_12	-1
estExt_Genemark1.C_160006	26514	29028	scaffold_16	-1
estExt_Genewise1Plus.C_150175	943905	945348	scaffold_15	1
estExt_Genewise1Plus.C_80066	408832	413065	scaffold_8	-1
fgenesh1_pg.11_#_47	396420	398796	scaffold_11	1
Genemark1.3114_g	2795308	2796375	scaffold_5	1
Genemark1.6071_g	775238	776282	scaffold_13	-1
fgenesh1_pg.7_#_180	1239748	1244493	scaffold_7	1
Genemark1.615_g	3255251	3264567	scaffold_1	1
fgenesh1_pg.20_#_11	67744	69293	scaffold_20	-1
estExt_fgenesh1_pg.C_190027	230120	237016	scaffold_19	1
estExt_fgenesh1_pg.C_50272	1956787	1962587	scaffold_5	1
estExt_fgenesh1_pg.C_70229	1561526	1572156	scaffold_7	1
fgenesh1_pg.5_#_223	1541344	1544274	scaffold_5	1
fgenesh1_pg.21_#_28	233220	236003	scaffold_21	-1
e_gw1.2.379.1	2223610	2225772	scaffold_2	-1
estExt_Genemark1.C_70380	1916070	1922839	scaffold_7	-1
estExt_Genemark1.C_130187	1006732	1008623	scaffold_13	-1
Genemark1.5734_g	980993	982532	scaffold_12	1
estExt_Genemark1.C_90176	954995	957099	scaffold_9	-1
fgenesh1_kg.14_#_40_#_4945_0_CBOZ6730.b1_CBOZ_CBPA	712525	713597	scaffold_14	-1
fgenesh1_kg.5_#_70_#_353_7_CBOZ_CBPA	1391958	1392119	scaffold_5	-1
estExt_Genewise1.C_90296	1374907	1376084	scaffold_9	-1
Genemark1.2087_g	444870	451937	scaffold_4	-1
estExt_Genemark1.C_160185	958272	967523	scaffold_16	1
fgenesh1_pg.18_#_121	828011	829581	scaffold_18	1
estExt_fgenesh1_pg.C_90040	331417	335224	scaffold_9	-1
e_gw1.20.16.1	497430	504611	scaffold_20	-1
Genemark1.415_g	2280282	2288128	scaffold_1	1
estExt_Genemark1.C_80176	1024501	1027815	scaffold_8	1
Genemark1.6993_g	1021772	1026793	scaffold_16	1
fgenesh1_pg.2_#_349	2419471	2421486	scaffold_2	1
fgenesh1_pg.7_#_296	1973971	1978553	scaffold_7	1
e_gw1.18.96.1	600349	604367	scaffold_18	1
estExt_fgenesh1_pm.C_20089	1280199	1284999	scaffold_2	-1
fgenesh1_kg.5_#_87_#_3466_1_CBOZ_CBPA	1654810	1656958	scaffold_5	-1
fgenesh1_pg.9_#_152	1054706	1056138	scaffold_9	1
estExt_fgenesh1_pm.C_70081	1060651	1066052	scaffold_7	-1
Genemark1.5358_g	870889	873030	scaffold_11	1
estExt_fgenesh1_pg.C_100255	1667993	1675102	scaffold_10	-1
fgenesh1_pm.3_#_143	1613582	1618421	scaffold_3	-1
estExt_fgenesh1_pm.C_150022	314238	317995	scaffold_15	1
estExt_Genewise1Plus.C_50372	1927214	1928833	scaffold_5	1
Genemark1.4783_g	1670022	1672994	scaffold_9	-1
Genemark1.8971_g	13973	22554	scaffold_31	-1
Genemark1.2888_g	1508837	1513297	scaffold_5	-1
Genemark1.6750_g	1164228	1168176	scaffold_15	1
estExt_Genemark1.C_80201	1161763	1166679	scaffold_8	-1
estExt_Genewise1Plus.C_70431	2398371	2407243	scaffold_7	1
Genemark1.1601_g	784815	785971	scaffold_3	1
estExt_fgenesh1_pg.C_120247	1595810	1599936	scaffold_12	1
Genemark1.7155_g	433246	435621	scaffold_17	1
fgenesh1_kg.12_#_8_#_5148_1_CBOZ_CBPA	135030	135482	scaffold_12	1
estExt_fgenesh1_pm.C_130010	97432	98562	scaffold_13	-1
estExt_Genemark1.C_20473	2483969	2485750	scaffold_2	1
estExt_Genemark1.C_70015	53303	70703	scaffold_7	-1
fgenesh1_kg.2_#_67_#_5272_1_CBOZ_CBPA	1422309	1423011	scaffold_2	1
Genemark1.4840_g	58671	59730	scaffold_10	-1
Genemark1.7185_g	619661	622146	scaffold_17	1
fgenesh1_pg.9_#_72	520981	523518	scaffold_9	1
fgenesh1_pg.11_#_226	1548980	1554263	scaffold_11	-1
e_gw1.3.640.1	1181194	1182669	scaffold_3	1
e_gw1.1.720.1	3781181	3783146	scaffold_1	1
estExt_fgenesh1_pg.C_210025	196565	214883	scaffold_21	-1
Genemark1.5766_g	1109941	1111990	scaffold_12	-1
estExt_Genewise1Plus.C_10044	201710	204367	scaffold_1	1
estExt_fgenesh1_pm.C_120039	662872	664137	scaffold_12	1
Genemark1.7543_g	1247938	1250824	scaffold_18	-1
Genemark1.4887_g	359247	359925	scaffold_10	-1
e_gw1.20.30.1	208886	215134	scaffold_20	1
e_gw1.3.436.1	1994855	1996753	scaffold_3	-1
fgenesh1_kg.9_#_68_#_218_1_CBOZ_CBPA	1076531	1077725	scaffold_9	1
Genemark1.2043_g	140222	142120	scaffold_4	-1
estExt_Genemark1.C_150109	610439	614379	scaffold_15	-1
Genemark1.2624_g	187284	187932	scaffold_5	-1
estExt_fgenesh1_pg.C_30255	1913701	1915231	scaffold_3	1
Genemark1.4143_g	146933	147247	scaffold_8	1
estExt_fgenesh1_pg.C_140099	740211	743956	scaffold_14	-1
estExt_Genemark1.C_140122	681301	682741	scaffold_14	-1
fgenesh1_pm.13_#_90	1008876	1010085	scaffold_13	1
gw1.12.349.1	1497365	1498915	scaffold_12	1
e_gw1.2.248.1	2880575	2883417	scaffold_2	-1
e_gw1.2.728.1	3330211	3330715	scaffold_2	-1
fgenesh1_pg.22_#_35	264645	272312	scaffold_22	-1
fgenesh1_pm.11_#_125	1405320	1406882	scaffold_11	1
estExt_fgenesh1_pm.C_110113	1347886	1351093	scaffold_11	-1
Genemark1.8048_g	1269947	1271131	scaffold_20	-1
fgenesh1_kg.3_#_4_#_1708_1_CBOZ_CBPA	39140	40895	scaffold_3	1
e_gw1.5.350.1	1668398	1670870	scaffold_5	1
Genemark1.1354_g	3240483	3242952	scaffold_2	1
fgenesh1_pm.3_#_63	762822	765045	scaffold_3	-1
estExt_Genewise1Plus.C_170153	1300801	1303701	scaffold_17	1
fgenesh1_pg.2_#_195	1439375	1446904	scaffold_2	1
Genemark1.2229_g	1280246	1282486	scaffold_4	1
estExt_Genewise1.C_150163	921499	924274	scaffold_15	-1
fgenesh1_pg.2_#_360	2507606	2509814	scaffold_2	1
fgenesh1_pg.6_#_70	526537	528032	scaffold_6	-1
e_gw1.5.597.1	2073929	2075905	scaffold_5	-1
estExt_fgenesh1_pg.C_180176	1128244	1133383	scaffold_18	-1
Genemark1.3732_g	509774	511229	scaffold_7	-1
estExt_fgenesh1_pg.C_160068	466532	472373	scaffold_16	-1
fgenesh1_pg.2_#_131	1000529	1002525	scaffold_2	1
Genemark1.7674_g	605351	612793	scaffold_19	1
Genemark1.3552_g	2077368	2079091	scaffold_6	-1
estExt_fgenesh1_pm.C_140154	1568407	1570310	scaffold_14	1
Genemark1.4320_g	1168018	1170277	scaffold_8	1
fgenesh1_pm.2_#_167	1885107	1887629	scaffold_2	-1
e_gw1.18.191.1	372636	374344	scaffold_18	-1
estExt_Genemark1.C_240100	679577	686133	scaffold_24	-1
estExt_Genemark1.C_120367	1820555	1823732	scaffold_12	-1
fgenesh1_pg.9_#_176	1174081	1175844	scaffold_9	1
e_gw1.12.401.1	1765580	1766223	scaffold_12	-1
e_gw1.16.376.1	107685	107873	scaffold_16	-1
Genemark1.1710_g	1344442	1346476	scaffold_3	-1
estExt_Genemark1.C_230116	644205	647376	scaffold_23	-1
e_gw1.19.108.1	958326	961184	scaffold_19	1
fgenesh1_pm.9_#_86	1026575	1028385	scaffold_9	1
Genemark1.8464_g	287054	289496	scaffold_23	1
Genemark1.2314_g	1711046	1719990	scaffold_4	-1
e_gw1.45.1.1	821	2632	scaffold_45	1
estExt_Genemark1.C_80187	1084956	1087107	scaffold_8	-1
fgenesh1_pm.11_#_123	1385980	1389193	scaffold_11	-1
Genemark1.3726_g	483550	485328	scaffold_7	-1
estExt_fgenesh1_pm.C_230014	223235	226551	scaffold_23	1
e_gw1.7.261.1	950732	952440	scaffold_7	-1
e_gw1.17.106.1	44072	46710	scaffold_17	-1
estExt_fgenesh1_pg.C_20447	3162640	3165755	scaffold_2	1
e_gw1.8.97.1	287035	291956	scaffold_8	-1
Genemark1.113_g	604386	608649	scaffold_1	-1
e_gw1.16.57.1	1190931	1195080	scaffold_16	1
